209112|880
209112|73968
209112|9273
209112|44735
209112|2882
209112|2975
209112|16940
209112|18686
209112|90633
209112|59233
140607|1315036
140607|236695
140607|1023139
140607|3
140607|4
140607|25072
140607|2
140607|24343
140607|93210
140607|1267329
278927|1245
278927|17605
278927|1267329
278927|2282
278927|4690
278927|1532
278927|4808
278927|1414734
278927|1259762
278927|1223005
281957|6193
281957|2524
281957|93491
281957|93210
281957|220448
281957|1126405
281957|7742
281957|526
281957|32205
281957|1099848
131634|72129
131634|27972
131634|96066
131634|57755
131634|9281
131634|1231
131634|1233
131634|2954
131634|2283
131634|55636
76341|2524
76341|6885
76341|26060
76341|3292
76341|1056053
76341|236048
76341|37153
76341|98522
76341|24898
76341|66055
271110|16828
271110|3223
271110|1245
271110|60898
271110|53650
271110|17604
271110|550843
271110|6162
271110|1896
271110|22226
135397|73457
135397|18997
135397|76793
135397|7132
135397|78423
135397|1108907
135397|17181
135397|14592
135397|543505
135397|20750
293660|10859
293660|54882
293660|51990
293660|1047649
293660|80507
293660|1492326
293660|122750
293660|78452
293660|1493223
293660|1368836
87101|1100
87101|76512
87101|1223786
87101|224181
87101|18999
87101|1030512
87101|136532
87101|24047
87101|25002
87101|55596
262500|94185
262500|587020
262500|204
262500|1159982
262500|996701
262500|3489
262500|21045
262500|224181
262500|37153
262500|56614
299687|56734
299687|1108907
299687|1167375
299687|23626
299687|1094091
299687|74537
299687|1379122
299687|1379123
299687|49
299687|17402
131631|72129
131631|27972
131631|96066
131631|57755
131631|55636
131631|1233
131631|1231
131631|530025
131631|237455
131631|9281
100402|16828
100402|1245
100402|60898
100402|2231
100402|4135
100402|53650
100402|71189
100402|81685
100402|84247
100402|13014
157336|10297
157336|1813
157336|83002
157336|3895
157336|1893
157336|851784
157336|1190668
157336|58549
157336|1892
157336|9560
102899|22226
102899|3392
102899|19034
102899|74541
102899|21127
102899|53650
102899|20750
102899|1360010
102899|454
102899|83854
286217|1892
286217|83002
286217|41091
286217|8447
286217|454
286217|48
286217|51072
286217|60898
286217|76547
286217|5294
1771|16828
1771|1331
1771|2176
1771|39459
1771|60898
1771|55470
1771|2231
1771|2283
1771|13014
1771|58502
122917|7060
122917|1327
122917|30315
122917|25136
122917|95047
122917|67123
122917|34715
122917|1193834
122917|152566
122917|207558
206647|8784
206647|27319
206647|121529
206647|5469
206647|28782
206647|17064
206647|2038
206647|543530
206647|125660
206647|139549
267860|17276
267860|6383
267860|192
267860|9780
267860|6832
267860|5694
267860|17183
267860|115679
267860|8329
267860|33836
118340|73457
118340|8691
118340|543530
118340|12835
118340|51329
118340|72095
118340|543261
118340|12132
118340|1121
118340|938
269149|417
269149|23532
269149|446511
269149|17605
269149|6944
269149|18999
269149|21088
269149|213001
269149|5149
269149|27530
211672|18277
211672|65717
211672|2232
211672|19
211672|4581
211672|12094
211672|118
211672|4495
211672|124747
211672|59450
210577|880
210577|10882
210577|80602
210577|41686
210577|1294
210577|11663
210577|21165
210577|83872
210577|149334
210577|1186505
323675|55638
323675|9778
323675|81364
323675|110742
323675|83586
323675|8169
323675|65196
323675|4589
323675|83271
323675|76126
273248|2231
273248|6856
273248|10431
273248|27740
273248|76961
273248|3129
273248|147
273248|6905
273248|87312
273248|1133063
246655|5530
246655|17288
246655|72129
246655|25072
246655|3292
246655|55089
246655|1001657
246655|1253199
246655|1034681
246655|113505
105864|963134
105864|1476748
105864|2954
105864|3910
105864|1540680
105864|1540681
105864|1540682
105864|1348591
105864|21198
105864|18324
290595|74568
290595|6885
290595|5081
290595|83002
290595|11109
290595|110080
290595|47632
290595|237020
290595|237455
290595|228866
292431|1327613
292431|1469394
292431|1469393
292431|1497729
292431|14597
292431|8570
292431|1016071
99861|3223
99861|16828
99861|74568
99861|103
99861|1245
99861|17604
99861|13548
99861|550843
99861|27428
99861|6162
325348|82191
325348|58754
325348|562730
325348|1493218
325348|1169024
325348|1014980
325348|42720
325348|3129
245891|6384
245891|6283
245891|71586
245891|5293
245891|68763
245891|88995
245891|968977
245891|187857
245891|9452
245891|18354
257344|19292
257344|11705
257344|22970
257344|54415
257344|32895
257344|78030
257344|48
257344|13636
257344|1248
257344|570775
150689|1016168
150689|112
150689|512991
150689|1283
150689|302165
150689|1186087
150689|39459
150689|1640
150689|43547
150689|937
11|2
11|3
11|4
